date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:31:16	19524/19524	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:16%20GMT	https://www.siouxvalleyccu.com/locations.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/locations.html	(from https://www.siouxvalleyccu.com/)
07:31:17	22967/22967	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:16%20GMT	https://www.siouxvalleyccu.com/contactus.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/contactus.html	(from https://www.siouxvalleyccu.com/)
07:31:18	30328/30328	---M--	200	added ('OK')	image/jpeg	etag:%226a5b55fb3e7d41:0%22	https://www.siouxvalleyccu.com/images/SiouxValleyCommunityLogo.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/SiouxValleyCommunityLogo.jpg	(from https://www.siouxvalleyccu.com/)
07:31:18	18549/18549	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:18%20GMT	https://www.siouxvalleyccu.com/creditCard.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/creditCard.html	(from https://www.siouxvalleyccu.com/)
07:31:19	7955/7955	---M--	200	added ('OK')	image/jpeg	etag:%228caa8cda3e7d41:0%22	https://www.siouxvalleyccu.com/images/applyCuNow.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/applyCuNow.jpg	(from https://www.siouxvalleyccu.com/)
07:31:20	15239/15239	---M--	200	added ('OK')	text/html	etag:%2214167b7f4e7d41:0%22	https://www.siouxvalleyccu.com/index.html	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/index-3.html	(from https://www.siouxvalleyccu.com/)
07:31:20	3049/3049	---M--	200	added ('OK')	image/svg+xml	etag:%22d8512aef3e7d41:0%22	https://www.siouxvalleyccu.com/images/loans.svg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/loans.svg	(from https://www.siouxvalleyccu.com/)
07:31:21	1022/1022	---M--	200	added ('OK')	image/png	etag:%22c3da88e03e7d41:0%22	https://www.siouxvalleyccu.com/images/downArrow.png	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/downArrow.png	(from https://www.siouxvalleyccu.com/)
07:31:22	18493/18493	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:22%20GMT	https://www.siouxvalleyccu.com/loans.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/loans.html	(from https://www.siouxvalleyccu.com/)
07:31:22	18552/18552	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:21%20GMT	https://www.siouxvalleyccu.com/debitCard.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/debitCard.html	(from https://www.siouxvalleyccu.com/)
07:31:23	18399/18399	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:23%20GMT	https://www.siouxvalleyccu.com/checkingSavings.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/checkingSavings.html	(from https://www.siouxvalleyccu.com/)
07:31:24	18255/18255	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:23%20GMT	https://www.siouxvalleyccu.com/directDeposit.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/directDeposit.html	(from https://www.siouxvalleyccu.com/)
07:31:25	18164/18164	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:24%20GMT	https://www.siouxvalleyccu.com/emailSignUp.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/emailSignUp.html	(from https://www.siouxvalleyccu.com/)
07:31:25	17988/17988	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:24%20GMT	https://www.siouxvalleyccu.com/accounts.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/accounts.html	(from https://www.siouxvalleyccu.com/)
07:31:26	2110/2110	---M--	200	added ('OK')	image/svg+xml	etag:%22a6dd6224e7d41:0%22	https://www.siouxvalleyccu.com/images/products.svg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/products.svg	(from https://www.siouxvalleyccu.com/)
07:31:27	25810/25810	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:26%20GMT	https://www.siouxvalleyccu.com/eservices.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/eservices.html	(from https://www.siouxvalleyccu.com/)
07:31:27	1997/1997	---M--	200	added ('OK')	image/svg+xml	etag:%22984a1234e7d41:0%22	https://www.siouxvalleyccu.com/images/services.svg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/services.svg	(from https://www.siouxvalleyccu.com/)
07:31:28	17716/17716	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:27%20GMT	https://www.siouxvalleyccu.com/services.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/services.html	(from https://www.siouxvalleyccu.com/)
07:31:29	1865/1865	---M--	200	added ('OK')	image/svg+xml	etag:%22d101d184e7d41:0%22	https://www.siouxvalleyccu.com/images/CashierChecks.svg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/CashierChecks.svg	(from https://www.siouxvalleyccu.com/)
07:31:30	22749/22749	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:29%20GMT	https://www.siouxvalleyccu.com/rates.php?e=1119	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/rates01e7.html	(from https://www.siouxvalleyccu.com/)
07:31:30	10182/10182	---M--	200	added ('OK')	image/svg+xml	etag:%22d37342234e7d41:0%22	https://www.siouxvalleyccu.com/images/rates.svg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/rates.svg	(from https://www.siouxvalleyccu.com/)
07:31:31	1729/1729	---M--	200	added ('OK')	image/svg+xml	etag:%22ab08ddffad2d51:0%22	https://www.siouxvalleyccu.com/images/uchoose.svg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/uchoose.svg	(from https://www.siouxvalleyccu.com/)
07:31:32	24233/24233	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:31%20GMT	https://www.siouxvalleyccu.com/calculators.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/calculators.html	(from https://www.siouxvalleyccu.com/)
07:31:32	2667/2667	---M--	200	added ('OK')	image/svg+xml	etag:%22796041dd3e7d41:0%22	https://www.siouxvalleyccu.com/images/Calculator.svg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/Calculator.svg	(from https://www.siouxvalleyccu.com/)
07:31:33	20304/20304	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:32%20GMT	https://www.siouxvalleyccu.com/fees.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/fees.html	(from https://www.siouxvalleyccu.com/)
07:31:34	2130/2130	---M--	200	added ('OK')	image/svg+xml	etag:%22d5336a1b4e7d41:0%22	https://www.siouxvalleyccu.com/images/fees.svg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/fees.svg	(from https://www.siouxvalleyccu.com/)
07:31:34	20794/20794	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:34%20GMT	https://www.siouxvalleyccu.com/faq.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/faq.html	(from https://www.siouxvalleyccu.com/)
07:31:35	5954/5954	---M--	200	added ('OK')	image/svg+xml	etag:%22181fce23e7d41:0%22	https://www.siouxvalleyccu.com/images/faq.svg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/faq.svg	(from https://www.siouxvalleyccu.com/)
07:31:36	18817/18817	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:35%20GMT	https://www.siouxvalleyccu.com/membership.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/membership.html	(from https://www.siouxvalleyccu.com/)
07:31:37	2856/2856	---M--	200	added ('OK')	image/svg+xml	etag:%223478c0304e7d41:0%22	https://www.siouxvalleyccu.com/images/Become_A_member.svg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/Become_A_member.svg	(from https://www.siouxvalleyccu.com/)
07:31:37	17913/17913	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:36%20GMT	https://www.siouxvalleyccu.com/otherLinks.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/otherLinks.html	(from https://www.siouxvalleyccu.com/)
07:31:38	3855/3855	---M--	200	added ('OK')	image/svg+xml	etag:%22b898a51f4e7d41:0%22	https://www.siouxvalleyccu.com/images/links.svg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/links.svg	(from https://www.siouxvalleyccu.com/)
07:31:39	1208/1208	---M--	500	error ('URL%20Rewrite%20Module%20Error.')	text/html	date:Wed,%2023%20Oct%202024%2014:31:38%20GMT	https://www.siouxvalleyccu.com/siteMap/siteMap.html	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/siteMap/siteMap.28.delayed	(from https://www.siouxvalleyccu.com/)
07:31:39	1051/1051	---M--	200	added ('OK')	image/svg+xml	etag:%2217d6d7d74e7d41:0%22	https://www.siouxvalleyccu.com/images/sitemap.svg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/sitemap.svg	(from https://www.siouxvalleyccu.com/)
07:31:41	251686/251686	---M--	200	added ('OK')	image/png	etag:%22d69642721ed1da1:0%22	https://www.siouxvalleyccu.com/images/2024_07_frontPageAd_Summer.png	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/2024_07_frontPageAd_Summer.png	(from https://www.siouxvalleyccu.com/)
07:31:41	53095/53095	---M--	200	added ('OK')	image/jpeg	etag:%22bbda9da3a464da1:0%22	https://www.siouxvalleyccu.com/images/2024_02_frontPageAd_call.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/2024_02_frontPageAd_call.jpg	(from https://www.siouxvalleyccu.com/)
07:31:42	32459/32459	---M--	200	added ('OK')	image/jpeg	etag:%22a22fcadefad2d51:0%22	https://www.siouxvalleyccu.com/images/2020_frontapgead_uchoose.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/2020_frontapgead_uchoose.jpg	(from https://www.siouxvalleyccu.com/)
07:31:43	63302/63302	---M--	200	added ('OK')	image/jpeg	etag:%22f3c0376fa564da1:0%22	https://www.siouxvalleyccu.com/images/2024_02_frontPageAd_mortgage.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/2024_02_frontPageAd_mortgage.jpg	(from https://www.siouxvalleyccu.com/)
07:31:43	17490/17490	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:43%20GMT	https://www.siouxvalleyccu.com/application.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/application.html	(from https://www.siouxvalleyccu.com/)
07:31:44	60432/60432	---M--	200	added ('OK')	image/jpeg	etag:%22942a3ece3e7d41:0%22	https://www.siouxvalleyccu.com/images/2019_02_frontPageAd_AutoLoan.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/2019_02_frontPageAd_AutoLoan.jpg	(from https://www.siouxvalleyccu.com/)
07:31:45	84316/84316	---M--	200	added ('OK')	image/jpeg	etag:%2224b832f66027da1:0%22	https://www.siouxvalleyccu.com/images/2023_11_frontPageAd_lowRateAutoLoan.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/2023_11_frontPageAd_lowRateAutoLoan.jpg	(from https://www.siouxvalleyccu.com/)
07:31:45	17190/17190	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:45%20GMT	https://www.siouxvalleyccu.com/eStatement.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/eStatement.html	(from https://www.siouxvalleyccu.com/)
07:31:46	35252/35252	---M--	200	added ('OK')	image/jpeg	etag:%22523e3dd03e7d41:0%22	https://www.siouxvalleyccu.com/images/2019_02_frontPageAd_eStatementGoGreen.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/2019_02_frontPageAd_eStatementGoGreen.jpg	(from https://www.siouxvalleyccu.com/)
07:31:46	19780/19780	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:46%20GMT	https://www.siouxvalleyccu.com/idTheft.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/idTheft.html	(from https://www.siouxvalleyccu.com/)
07:31:47	85874/85874	---M--	200	added ('OK')	image/jpeg	etag:%22064f9d54e7d41:0%22	https://www.siouxvalleyccu.com/images/2019_02_frontPageAd_ID_Theft.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/2019_02_frontPageAd_ID_Theft.jpg	(from https://www.siouxvalleyccu.com/)
07:31:48	37215/37215	---M--	200	added ('OK')	image/jpeg	etag:%22f2f5a144e7d41:0%22	https://www.siouxvalleyccu.com/images/2019_02_frontPageAd_onlineBanking.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/2019_02_frontPageAd_onlineBanking.jpg	(from https://www.siouxvalleyccu.com/)
07:31:48	43891/43891	---M--	200	added ('OK')	image/jpeg	etag:%223c5c13d34e7d41:0%22	https://www.siouxvalleyccu.com/images/2019_02_frontPageAd_educationLoan.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/2019_02_frontPageAd_educationLoan.jpg	(from https://www.siouxvalleyccu.com/)
07:31:49	40651/40651	---M--	200	added ('OK')	image/jpeg	etag:%2232e2c3d43e7d41:0%22	https://www.siouxvalleyccu.com/images/2019_02_frontPageAd_sharedBranching2.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/2019_02_frontPageAd_sharedBranching2.jpg	(from https://www.siouxvalleyccu.com/)
07:31:50	18995/18995	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:49%20GMT	https://www.siouxvalleyccu.com/masterCard.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/masterCard.html	(from https://www.siouxvalleyccu.com/)
07:31:51	1214/1214	---M--	200	added ('OK')	image/png	etag:%2210d1d1174e7d41:0%22	https://www.siouxvalleyccu.com/images/arrowLink.png	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/arrowLink.png	(from https://www.siouxvalleyccu.com/)
07:31:51	25836/25836	---M--	200	added ('OK')	image/jpeg	etag:%22487555f43e7d41:0%22	https://www.siouxvalleyccu.com/images/mastercard.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/mastercard.jpg	(from https://www.siouxvalleyccu.com/)
07:31:52	21329/21329	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:51%20GMT	https://www.siouxvalleyccu.com/rates.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/rates.html	(from https://www.siouxvalleyccu.com/)
07:31:53	23332/23332	---M--	200	added ('OK')	image/jpeg	etag:%224fa417de3e7d41:0%22	https://www.siouxvalleyccu.com/images/car.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/car.jpg	(from https://www.siouxvalleyccu.com/)
07:31:53	17948/17948	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Oct%202024%2014:31:52%20GMT	https://www.siouxvalleyccu.com/whatsnew.php	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/whatsnew.html	(from https://www.siouxvalleyccu.com/)
07:31:54	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Oct%202024%2014:31:53%20GMT	https://www.siouxvalleyccu.com/PDFs/2024_01_SVCCU_WINTER-rev_2023.pdf	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/PDFs/2024_01_SVCCU_WINTER-rev_2023.3f.delayed	(from https://www.siouxvalleyccu.com/)
07:31:54	12400474/12400474	---M--	200	added ('OK')	application/pdf	etag:%22b79e910efd0da1:0%22	https://www.siouxvalleyccu.com/PDFs/2024_07_SVCCU_SUMMER-2024.pdf	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/PDFs/2024_07_SVCCU_SUMMER-2024.pdf	(from https://www.siouxvalleyccu.com/)
07:31:57	13485/13485	---M--	200	added ('OK')	image/png	etag:%221e5829e03e7d41:0%22	https://www.siouxvalleyccu.com/images/COOP_SharedBranch.png	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/COOP_SharedBranch.png	(from https://www.siouxvalleyccu.com/)
07:31:57	3262/3262	---M--	200	added ('OK')	image/png	etag:%22cdce1b314e7d41:0%22	https://www.siouxvalleyccu.com/images/EHL.png	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/EHL.png	(from https://www.siouxvalleyccu.com/)
07:31:58	33682/33682	---M--	200	added ('OK')	text/html	etag:%220999c8cda1dda1:0%22	https://www.siouxvalleyccu.com/PrivacyPolicy.html	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/PrivacyPolicy.html	(from https://www.siouxvalleyccu.com/)
07:31:58	2529085/2529085	---M--	200	added ('OK')	application/pdf	etag:%220dd1ac241bd91:0%22	https://www.siouxvalleyccu.com/PDFs/2022_12_SVCCU_WINTER-2022.pdf	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/PDFs/2022_12_SVCCU_WINTER-2022.pdf	(from https://www.siouxvalleyccu.com/)
07:31:58	2189206/2189206	---M--	200	added ('OK')	application/pdf	etag:%220827576285cd91:0%22	https://www.siouxvalleyccu.com/PDFs/2023_03_SVCCU_SPRING-2023.pdf	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/PDFs/2023_03_SVCCU_SPRING-2023.pdf	(from https://www.siouxvalleyccu.com/)
07:31:59	3834046/3834046	---M--	200	added ('OK')	application/pdf	etag:%229c837e5cd1dda1:0%22	https://www.siouxvalleyccu.com/PDFs/2023_11_SVCCU_SUMMER-2023_updated.pdf	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/PDFs/2023_11_SVCCU_SUMMER-2023_updated.pdf	(from https://www.siouxvalleyccu.com/)
07:31:59	59482/59482	---M--	200	added ('OK')	application/pdf	etag:%224575de44e7d41:0%22	https://www.siouxvalleyccu.com/PDFs/Disclaimer.pdf	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/PDFs/Disclaimer.pdf	(from https://www.siouxvalleyccu.com/)
07:32:00	16074/16074	---M--	200	added ('OK')	image/jpeg	etag:%22c5762fd74e7d41:0%22	https://www.siouxvalleyccu.com/images/NCUA.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/NCUA.jpg	(from https://www.siouxvalleyccu.com/)
07:32:00	2507/2507	---M--	200	added ('OK')	image/jpeg	etag:%22bd835be33e7d41:0%22	https://www.siouxvalleyccu.com/images/FB.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/FB.jpg	(from https://www.siouxvalleyccu.com/)
07:32:01	2780/2780	---M--	200	added ('OK')	image/jpeg	etag:%22799e86ff3e7d41:0%22	https://www.siouxvalleyccu.com/images/YT.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/YT.jpg	(from https://www.siouxvalleyccu.com/)
07:32:02	2595/2595	---M--	200	added ('OK')	image/jpeg	etag:%22d121a1eb3e7d41:0%22	https://www.siouxvalleyccu.com/images/IN.jpg	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/IN.jpg	(from https://www.siouxvalleyccu.com/)
07:32:02	3548/3548	---M--	200	added ('OK')	application/javascript	etag:%2249ce79c13e7d41:0%22	https://www.siouxvalleyccu.com/_inc/rmm.js	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/_inc/rmm.js	(from https://www.siouxvalleyccu.com/)
07:32:03	86662/86662	---M--	200	added ('OK')	application/javascript	etag:%2235679cbf3e7d41:0%22	https://www.siouxvalleyccu.com/_inc/jq3.js	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/_inc/jq3.js	(from https://www.siouxvalleyccu.com/)
07:32:04	3225/3225	---M--	200	added ('OK')	application/javascript	etag:%2264f68c23e7d41:0%22	https://www.siouxvalleyccu.com/_inc/SVC.js	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/_inc/SVC.js	(from https://www.siouxvalleyccu.com/)
07:32:05	21638/21638	---M--	200	added ('OK')	application/javascript	etag:%2253b2ef33e7d41:0%22	https://www.siouxvalleyccu.com/_inc/flexslider.js	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/_inc/flexslider.js	(from https://www.siouxvalleyccu.com/)
07:32:06	2587/2587	---M--	200	added ('OK')	application/javascript	etag:%22bc24b5ac4e7d41:0%22	https://www.siouxvalleyccu.com/_inc/goToTop.js	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/_inc/goToTop.js	(from https://www.siouxvalleyccu.com/)
07:32:06	1113/1113	---M--	200	added ('OK')	image/gif	etag:%22abdb4d324e7d41:0%22	https://www.siouxvalleyccu.com/images/h1bg.gif	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/h1bg.gif	(from https://www.siouxvalleyccu.com/_inc/style.css?040219)
07:32:07	1313/1313	---M--	200	added ('OK')	image/gif	etag:%2257b1e1d4e7d41:0%22	https://www.siouxvalleyccu.com/images/h2bg.gif	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/h2bg.gif	(from https://www.siouxvalleyccu.com/_inc/style.css?040219)
07:32:08	1131/1131	---M--	200	added ('OK')	image/gif	etag:%2240deedeb3e7d41:0%22	https://www.siouxvalleyccu.com/images/indexContentBG.gif	C:/Users/adam/Documents/Sites/https___www.siouxvalleyccu.com_/www.siouxvalleyccu.com/images/indexContentBG.gif	(from https://www.siouxvalleyccu.com/_inc/style.css?040219)
